dataset,ds_uci_id,ds_n_total,ds_n_model,ds_pca_dim,encoding,model_family,model_variant,model,flow,qubits,circuit_gate_count,circuit_cnot_count,circuit_depth,circuit_depth_no_meas,encoding_gate_count,encoding_cnot_count,encoding_depth,encoding_depth_no_meas,shots,evals,accuracy,precision,recall,f1,roc_auc,sim_total_seconds,qpu_est_seconds,enc_bench_seconds_total,enc_bench_seconds_scale,enc_bench_seconds_build,enc_bench_ms_per_sample,ds_load_seconds,ds_preprocess_seconds,ds_timestamp_mode,ds_target_mode,ds_pos_rate,ds_impute_seconds,encoding_params,num_params,status,status_detail,error_type,encoding_reps_in_flow,flow_encoding_gate_count,flow_encoding_cnot_count,flow_nonencoding_gate_count,flow_nonencoding_cnot_count,balanced_accuracy,tn,fp,fn,tp,specificity,sim_quantum_seconds,sim_classical_seconds,scaled_total_seconds,enc_bench_n,enc_over_sim_total_ratio,enc_over_qpu_ratio
uci_799,799,416153,60,4,reuploading,QCNN,Base,QCNN,Flow-1: Quantum model + quantum decision,1,54.0,0.0,55.0,54.0,48,0,48,48,,165,0.5333333333333333,0.5,0.5714285714285714,0.5333333333333333,0.6607142857142857,1.1125178567151686,,0.017396300012478605,0.0009046000195667148,0.01649169999291189,0.2899383335413101,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""num_qubits"": 1, ""reps"": 2, ""axes"": ""ryrz"", ""entangle"": ""none"", ""alpha"": 1.0}",2.0,OK,,,1,48,0,6.0,0.0,0.5357142857142857,4.0,4.0,3.0,4.0,0.5,0.18296390000614338,0.9295539567090252,,60,0.015636872619593806,
uci_799,799,416153,60,4,havlicek,QSVM,KernelOverlap,QSVM (KernelOverlap),Flow-2: Quantum model + classical decision,4,208.0,32.0,71.0,70.0,104,16,35,35,,618,0.5333333333333333,0.5,0.8571428571428571,0.631578947368421,,0.639508099964587,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,2,208,32,0.0,0.0,0.5535714285714286,2.0,6.0,1.0,6.0,0.25,0.3174202999798581,0.3220877999847289,,60,0.04450248558329652,
uci_799,799,416153,60,4,havlicek,QSVM,LS-SVM,QSVM (LS-SVM),Flow-2: Quantum model + classical decision,4,208.0,32.0,71.0,70.0,104,16,35,35,,618,0.5333333333333333,0.5,0.42857142857142855,0.46153846153846156,0.5,0.6404151999449823,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,2,208,32,0.0,0.0,0.5267857142857143,5.0,3.0,4.0,3.0,0.625,0.3194581999850925,0.3209569999598898,,60,0.04443945115843649,
uci_799,799,416153,60,4,havlicek,QKNN,SwapTest,QKNN (SwapTest),Flow-2: Quantum model + classical decision,9,382.0,64.0,94.0,93.0,104,16,35,35,,450,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.15782349999062717,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,2,208,32,174.0,32.0,0.4642857142857143,4.0,4.0,4.0,3.0,0.5,0.156373200006783,0.001450299983844161,,60,0.18032612380770638,
uci_799,799,416153,60,4,havlicek,QKNN,GroverStyle,QKNN (GroverStyle),Flow-2: Quantum model + classical decision,9,382.0,64.0,94.0,93.0,104,16,35,35,,450,0.4666666666666667,0.42857142857142855,0.42857142857142855,0.42857142857142855,0.6071428571428571,0.15372649999335408,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,2,208,32,174.0,32.0,0.4642857142857143,4.0,4.0,4.0,3.0,0.5,0.1514677999948617,0.002258699998492375,,60,0.1851320364433312,
uci_799,799,416153,60,4,havlicek,QDT,AxisAligned,QDT (AxisAligned),Flow-2: Quantum model + classical decision,4,104.0,16.0,36.0,35.0,104,16,35,35,,58,0.7222222222222222,1.0,0.4444444444444444,0.6153846153846154,,0.22123930000816472,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,1,104,16,0.0,0.0,0.7222222222222222,9.0,0.0,5.0,4.0,1.0,0.1698486000241246,0.05139069998404011,,60,0.12863763353990496,
uci_799,799,416153,60,4,havlicek,QDT,EntangledParity,QDT (EntangledParity),Flow-2: Quantum model + classical decision,4,104.0,16.0,36.0,35.0,104,16,35,35,,58,0.5555555555555556,0.5714285714285714,0.4444444444444444,0.5,,0.29616149998037145,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,1,104,16,0.0,0.0,0.5555555555555556,6.0,3.0,5.0,4.0,0.6666666666666666,0.24032609999994747,0.05583539998042397,,60,0.09609520481548613,
uci_799,799,416153,60,4,havlicek,QDT,FullQuantumStump,QDT (FullQuantumStump),Flow-1: Quantum model + quantum decision,5,113.0,20.0,43.0,42.0,104,16,35,35,,26,0.2777777777777778,0.25,0.2222222222222222,0.23529411764705882,0.24691358024691357,0.11193500002264045,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",,OK,,,1,104,16,9.0,4.0,0.2777777777777778,3.0,6.0,7.0,2.0,0.3333333333333333,0.10599260003073141,0.005942399991909042,,60,0.25425202120265333,
uci_799,799,416153,60,4,havlicek,QNN,Base,QNN,Flow-1: Quantum model + quantum decision,4,192.0,24.0,63.0,62.0,104,16,35,35,,165,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.75,1.2271657249892063,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",16.0,OK,,,1,104,16,88.0,8.0,0.6607142857142857,6.0,2.0,3.0,4.0,0.75,0.6682859999709763,0.55887972501823,,60,0.02319140717471204,
uci_799,799,416153,60,4,havlicek,QCNN,Base,QCNN,Flow-1: Quantum model + quantum decision,4,231.0,28.0,104.0,103.0,104,16,35,35,,165,0.8,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.7857142857142857,1.28611134216345,,0.028459699999075383,0.0009046000195667148,0.027555099979508668,0.47432833331792307,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""prod""}",23.0,OK,,,1,104,16,127.0,12.0,0.7946428571428572,7.0,1.0,2.0,5.0,0.875,0.6881343999993987,0.5979769421640513,,60,0.022128488464460243,
uci_799,799,416153,60,4,hamiltonian,QSVM,KernelOverlap,QSVM (KernelOverlap),Flow-2: Quantum model + classical decision,4,104.0,16.0,39.0,38.0,52,8,19,19,,618,0.4666666666666667,0.4666666666666667,1.0,0.6363636363636364,,0.28908159994171,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,2,104,16,0.0,0.0,0.5,0.0,8.0,0.0,7.0,0.0,0.14204849995439872,0.1470330999873113,,60,0.03321276771157846,
uci_799,799,416153,60,4,hamiltonian,QSVM,LS-SVM,QSVM (LS-SVM),Flow-2: Quantum model + classical decision,4,104.0,16.0,39.0,38.0,52,8,19,19,,618,0.5333333333333333,0.5,0.8571428571428571,0.631578947368421,0.6428571428571428,0.32567729998845607,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,2,104,16,0.0,0.0,0.5535714285714286,2.0,6.0,1.0,6.0,0.25,0.16175329996622168,0.1639240000222344,,60,0.02948071612266434,
uci_799,799,416153,60,4,hamiltonian,QKNN,SwapTest,QKNN (SwapTest),Flow-2: Quantum model + classical decision,9,246.0,48.0,70.0,69.0,52,8,19,19,,450,0.4666666666666667,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.625,0.106105100014247,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,2,104,16,142.0,32.0,0.48214285714285715,2.0,6.0,2.0,5.0,0.25,0.10367700000642799,0.002428100007819012,,60,0.09048763939967344,
uci_799,799,416153,60,4,hamiltonian,QKNN,GroverStyle,QKNN (GroverStyle),Flow-2: Quantum model + classical decision,9,246.0,48.0,70.0,69.0,52,8,19,19,,450,0.4666666666666667,0.45454545454545453,0.7142857142857143,0.5555555555555556,0.625,0.10030259998166002,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,2,104,16,142.0,32.0,0.48214285714285715,2.0,6.0,2.0,5.0,0.25,0.09838519999175332,0.0019173999899066985,,60,0.09572234448868737,
uci_799,799,416153,60,4,hamiltonian,QDT,AxisAligned,QDT (AxisAligned),Flow-2: Quantum model + classical decision,4,52.0,8.0,20.0,19.0,52,8,19,19,,58,0.5,0.0,0.0,0.0,,0.14065809996100143,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,1,52,8,0.0,0.0,0.5,9.0,0.0,9.0,0.0,1.0,0.09747399998013861,0.04318409998086281,,60,0.06825913353882554,
uci_799,799,416153,60,4,hamiltonian,QDT,EntangledParity,QDT (EntangledParity),Flow-2: Quantum model + classical decision,4,52.0,8.0,20.0,19.0,52,8,19,19,,58,0.5,0.0,0.0,0.0,,0.16624360001878813,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,1,52,8,0.0,0.0,0.5,9.0,0.0,9.0,0.0,1.0,0.10809630001313053,0.0581473000056576,,60,0.05775380241687729,
uci_799,799,416153,60,4,hamiltonian,QDT,FullQuantumStump,QDT (FullQuantumStump),Flow-1: Quantum model + quantum decision,5,61.0,12.0,27.0,26.0,52,8,19,19,,26,0.5,0.0,0.0,0.0,0.6790123456790124,0.05602990000625141,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",,OK,,,1,52,8,9.0,4.0,0.5,9.0,0.0,9.0,0.0,1.0,0.04960389999905601,0.006426000007195398,,60,0.17135850728779162,
uci_799,799,416153,60,4,hamiltonian,QNN,Base,QNN,Flow-1: Quantum model + quantum decision,4,140.0,16.0,47.0,46.0,52,8,19,19,,165,0.8,0.8333333333333334,0.7142857142857143,0.7692307692307693,0.8035714285714286,1.159026095226009,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",16.0,OK,,,1,52,8,88.0,8.0,0.7946428571428572,7.0,1.0,2.0,5.0,0.875,0.584085500013316,0.5749405952126929,,60,0.008283851475046594,
uci_799,799,416153,60,4,hamiltonian,QCNN,Base,QCNN,Flow-1: Quantum model + quantum decision,4,179.0,20.0,88.0,87.0,52,8,19,19,,165,0.6,0.5555555555555556,0.7142857142857143,0.625,0.5,1.4229117212450557,,0.009601200028555468,0.0009046000195667148,0.008696600008988753,0.16002000047592446,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""entangler"": ""ring"", ""pair"": ""lin"", ""time"": 1.0, ""hadamard"": true}",23.0,OK,,,1,52,8,127.0,12.0,0.6071428571428572,4.0,4.0,2.0,5.0,0.5,0.7902537000190932,0.6326580212259625,,60,0.006747572519927213,
uci_799,799,416153,60,4,trainable_kernel,QSVM,KernelOverlap,QSVM (KernelOverlap),Flow-2: Quantum model + classical decision,4,536.0,16.0,181.0,180.0,268,8,90,90,,618,0.8,0.7,1.0,0.8235294117647058,,0.9090187000110745,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,2,536,16,0.0,0.0,0.8125,5.0,3.0,0.0,7.0,0.625,0.45269069998175837,0.45632800002931617,,60,0.03006329792436125,
uci_799,799,416153,60,4,trainable_kernel,QSVM,LS-SVM,QSVM (LS-SVM),Flow-2: Quantum model + classical decision,4,536.0,16.0,181.0,180.0,268,8,90,90,,618,0.8666666666666667,0.7777777777777778,1.0,0.875,0.9642857142857143,0.9419635999947786,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,2,536,16,0.0,0.0,0.875,6.0,2.0,0.0,7.0,0.75,0.4702032000059262,0.47176039998885244,,60,0.029011842917709328,
uci_799,799,416153,60,4,trainable_kernel,QKNN,SwapTest,QKNN (SwapTest),Flow-2: Quantum model + classical decision,9,646.0,48.0,120.0,119.0,268,8,90,90,,450,0.8666666666666667,1.0,0.7142857142857143,0.8333333333333334,0.875,0.2763490999932401,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,2,536,16,110.0,32.0,0.8571428571428572,8.0,0.0,2.0,5.0,1.0,0.27435290001449175,0.0019961999787483364,,60,0.09888977383286932,
uci_799,799,416153,60,4,trainable_kernel,QKNN,GroverStyle,QKNN (GroverStyle),Flow-2: Quantum model + classical decision,9,646.0,48.0,120.0,119.0,268,8,90,90,,450,0.8666666666666667,1.0,0.7142857142857143,0.8333333333333334,0.875,0.22646980002173223,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,2,536,16,110.0,32.0,0.8571428571428572,8.0,0.0,2.0,5.0,1.0,0.223486300004879,0.0029835000168532133,,60,0.12066995243792361,
uci_799,799,416153,60,4,trainable_kernel,QDT,AxisAligned,QDT (AxisAligned),Flow-2: Quantum model + classical decision,4,268.0,8.0,91.0,90.0,268,8,90,90,,58,0.9444444444444444,0.9,1.0,0.9473684210526315,,0.3439020999940112,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,1,268,8,0.0,0.0,0.9444444444444444,8.0,1.0,0.0,9.0,0.8888888888888888,0.2854475000058301,0.058454599988181144,,60,0.07946476627425188,
uci_799,799,416153,60,4,trainable_kernel,QDT,EntangledParity,QDT (EntangledParity),Flow-2: Quantum model + classical decision,4,268.0,8.0,91.0,90.0,268,8,90,90,,58,0.6111111111111112,0.6,0.6666666666666666,0.631578947368421,,0.3414964999537915,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,1,268,8,0.0,0.0,0.6111111111111112,5.0,4.0,3.0,6.0,0.5555555555555556,0.28744919996825047,0.05404729998554103,,60,0.08002453905368376,
uci_799,799,416153,60,4,trainable_kernel,QDT,FullQuantumStump,QDT (FullQuantumStump),Flow-1: Quantum model + quantum decision,5,277.0,12.0,97.0,96.0,268,8,90,90,,26,0.7222222222222222,0.8333333333333334,0.5555555555555556,0.6666666666666666,0.8271604938271605,0.13953380004386418,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",,OK,,,1,268,8,9.0,4.0,0.7222222222222222,8.0,1.0,4.0,5.0,0.8888888888888888,0.13362070001312532,0.00591310003073886,,60,0.19585290437626993,
uci_799,799,416153,60,4,trainable_kernel,QNN,Base,QNN,Flow-1: Quantum model + quantum decision,4,356.0,16.0,117.0,116.0,268,8,90,90,,165,0.6666666666666666,0.6666666666666666,0.5714285714285714,0.6153846153846154,0.8214285714285714,1.2781989074694362,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",16.0,OK,,,1,268,8,88.0,8.0,0.6607142857142857,6.0,2.0,3.0,4.0,0.75,0.751075000007404,0.5271239074620322,,60,0.021380162224792044,
uci_799,799,416153,60,4,trainable_kernel,QCNN,Base,QCNN,Flow-1: Quantum model + quantum decision,4,395.0,20.0,159.0,158.0,268,8,90,90,,165,0.8666666666666667,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.9464285714285714,1.4920922292025556,,0.0273280999972485,0.0009046000195667148,0.026423499977681786,0.455468333287475,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""reps"": 2, ""entangler"": ""ring"", ""seed"": 0, ""weight_scale"": 0.3, ""data_scale"": 1.0}",23.0,OK,,,1,268,8,127.0,12.0,0.8660714285714286,7.0,1.0,1.0,6.0,0.875,0.962227999989409,0.5298642292131466,,60,0.01831528873510314,
uci_799,799,416153,60,4,hardware_aware,QSVM,KernelOverlap,QSVM (KernelOverlap),Flow-2: Quantum model + classical decision,4,56.0,8.0,19.0,18.0,24,2,9,9,,618,1.0,1.0,1.0,1.0,,0.24419430003035814,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,2,48,4,8.0,4.0,1.0,8.0,0.0,0.0,7.0,1.0,0.12020960001973435,0.12398470001062378,,60,0.03215636078239244,
uci_799,799,416153,60,4,hardware_aware,QSVM,LS-SVM,QSVM (LS-SVM),Flow-2: Quantum model + classical decision,4,56.0,8.0,19.0,18.0,24,2,9,9,,618,0.8666666666666667,0.7777777777777778,1.0,0.875,1.0,0.20875309998518787,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,2,48,4,8.0,4.0,0.875,6.0,2.0,0.0,7.0,0.75,0.10314289998495951,0.10561020000022836,,60,0.037615728884204114,
uci_799,799,416153,60,4,hardware_aware,QKNN,SwapTest,QKNN (SwapTest),Flow-2: Quantum model + classical decision,9,198.0,40.0,63.0,62.0,24,2,9,9,,450,0.9333333333333333,1.0,0.8571428571428571,0.9230769230769231,0.9821428571428572,0.05591730002197437,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,2,48,4,150.0,36.0,0.9285714285714286,8.0,0.0,1.0,6.0,1.0,0.05475169999408536,0.0011656000278890133,,60,0.14042881200798582,
uci_799,799,416153,60,4,hardware_aware,QKNN,GroverStyle,QKNN (GroverStyle),Flow-2: Quantum model + classical decision,9,198.0,40.0,63.0,62.0,24,2,9,9,,450,0.9333333333333333,1.0,0.8571428571428571,0.9230769230769231,0.9821428571428572,0.06349290002253838,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,2,48,4,150.0,36.0,0.9285714285714286,8.0,0.0,1.0,6.0,1.0,0.06164369999896735,0.0018492000235710293,,60,0.12367367075677087,
uci_799,799,416153,60,4,hardware_aware,QDT,AxisAligned,QDT (AxisAligned),Flow-2: Quantum model + classical decision,4,28.0,4.0,10.0,9.0,24,2,9,9,,58,0.9444444444444444,0.9,1.0,0.9473684210526315,,0.15567639996879734,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,1,24,2,4.0,2.0,0.9444444444444444,8.0,1.0,0.0,9.0,0.8888888888888888,0.08965659997193143,0.06601979999686591,,60,0.05044052929251871,
uci_799,799,416153,60,4,hardware_aware,QDT,EntangledParity,QDT (EntangledParity),Flow-2: Quantum model + classical decision,4,28.0,4.0,10.0,9.0,24,2,9,9,,58,0.7222222222222222,0.75,0.6666666666666666,0.7058823529411765,,0.13245480001205578,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,1,24,2,4.0,2.0,0.7222222222222222,7.0,2.0,3.0,6.0,0.7777777777777778,0.07542080001439899,0.05703399999765679,,60,0.05928361986175865,
uci_799,799,416153,60,4,hardware_aware,QDT,FullQuantumStump,QDT (FullQuantumStump),Flow-1: Quantum model + quantum decision,5,37.0,8.0,19.0,18.0,24,2,9,9,,26,0.5555555555555556,0.5454545454545454,0.6666666666666666,0.6,0.5061728395061729,0.04453400004422292,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",,OK,,,1,24,2,13.0,6.0,0.5555555555555556,4.0,5.0,3.0,6.0,0.4444444444444444,0.036763900017831475,0.007770100026391447,,60,0.17632370784080548,
uci_799,799,416153,60,4,hardware_aware,QNN,Base,QNN,Flow-1: Quantum model + quantum decision,4,116.0,12.0,38.0,37.0,24,2,9,9,,165,0.7333333333333333,0.8,0.5714285714285714,0.6666666666666666,0.75,1.0803750371925909,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",16.0,OK,,,1,24,2,92.0,10.0,0.7232142857142857,7.0,1.0,3.0,4.0,0.875,0.55114280001726,0.5292322371753309,,60,0.007268216815879826,
uci_799,799,416153,60,4,hardware_aware,QCNN,Base,QCNN,Flow-1: Quantum model + quantum decision,4,155.0,16.0,78.0,77.0,24,2,9,9,,165,0.9333333333333333,1.0,0.8571428571428571,0.9230769230769231,1.0,1.201334342384224,,0.007852400012779981,0.0009046000195667148,0.006947799993213266,0.13087333354633301,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""layers"": 1, ""tau"": 0.1, ""lambda_mi"": 0.25, ""hardware_topology"": ""linear"", ""max_edges"": 3}",23.0,OK,,,1,24,2,131.0,14.0,0.9285714285714286,8.0,0.0,1.0,6.0,1.0,0.7094899000076111,0.49184444237661284,,60,0.0065363985159999196,
uci_799,799,416153,60,4,basis,QSVM,KernelOverlap,QSVM (KernelOverlap),Flow-2: Quantum model + classical decision,4,25.0,0.0,11.0,10.0,15,0,5,5,,618,0.6666666666666666,0.5833333333333334,1.0,0.7368421052631579,,0.11914439997053705,,0.004882400011410937,0.0009046000195667148,0.003977799991844222,0.08137333352351561,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""threshold"": ""mid""}",,OK,,,2,30,0,-5.0,0.0,0.6875,3.0,5.0,0.0,7.0,0.375,0.05783839998184703,0.06130599998869002,,60,0.04097884594339553,
uci_799,799,416153,60,4,basis,QSVM,LS-SVM,QSVM (LS-SVM),Flow-2: Quantum model + classical decision,4,25.0,0.0,11.0,10.0,15,0,5,5,,618,0.8,0.7,1.0,0.8235294117647058,0.75,0.10592229999019764,,0.004882400011410937,0.0009046000195667148,0.003977799991844222,0.08137333352351561,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""threshold"": ""mid""}",,OK,,,2,30,0,-5.0,0.0,0.8125,5.0,3.0,0.0,7.0,0.625,0.05190989997936413,0.05401240001083352,,60,0.046094165363316016,
uci_799,799,416153,60,4,basis,QKNN,SwapTest,QKNN (SwapTest),Flow-2: Quantum model + classical decision,9,135.0,32.0,51.0,50.0,15,0,5,5,,450,0.8,0.7,1.0,0.8235294117647058,0.7857142857142857,0.03684270000667311,,0.004882400011410937,0.0009046000195667148,0.003977799991844222,0.08137333352351561,98.94167420000304,0.23571469998569228,numeric,any,0.8189704267420876,0.0,"{""threshold"": ""mid""}",,OK,,,2,30,0,105.0,32.0,0.8125,5.0,3.0,0.0,7.0,0.625,0.034533800004282966,0.0023089000023901463,,60,0.13252014674621065,
